Gruppe;Code;EANNummer;Hersteller;Deutsche Produktbezeichnung;Englische Produktbezeichnung;Menge;Einheit;ISO-Code;Chemica BioChemica;CAS-Nr;eClass-Version;eClass;NAG;HS-Nr;EG-Nr;Summenformel;UN-Nr;Tunnelbeschränkungscode;Transportbezeichnung Landverkehr;Klasse / Verpackungsgruppe;Begrenzte Menge (LQ);Dichte;Schmelzpunkt;Lagerung;Haltbarkeit in Monaten;LGK;WGK;M;H-Sätze;P-Sätze;Signalwort;Gefahrstoffsymbole;Versand;Trockeneiszuschlag;Chargenpflicht;Endverbleibserklärung;Exportverbote und -einschränkungen;Chemiewaffentauglich;Explosivstoffetauglichkeit;Drogenausgangsstoff;Bruttogewicht;Nettogewicht;Volumen;Produktlink;Produktinfo;Sicherheitsdatenblatt Deutschland;Sicherheitsdatenblatt Schweiz;Analysezertifikat verfügbar;Bild;PHYSIKALISCHE DATEN;QUALITÄT;HEADLINE KOMMENTAR;KURZBESCHREIBUNG;URSPRUNG;PHYSICAL DESCRIPTION;QUALTIY;HEADLINE COMMENT;SHORTDESCRIPTION;Origin;Tunnel code;N.A.G.;Technicher Name
LC;121316.1212;8432647211341;PanReac AppliChem;Ethylenglycol (Reag. USP, Ph. Eur.) zur Analyse;Ethylene Glycol (Reag. USP, Ph. Eur.) for analysis;2,5;L;LTR;Chemica;107-21-1;6.2;39020501;;29053100;203-473-3;CH?OHCH?OH;;;;;Nein;1,115 kg/l;-12 °C;;72;10 - 13;1;62,07 g/mol;H302;P264-P270-P301+P312-P330-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;2,951;2,788;2,5;https://www.itwreagents.com/download_file/tds/121316/en/tds_121316_en.pdf;;https://www.itwreagents.com/download_file/sds/121316/de/sds_121316_de.pdf;https://www.itwreagents.com/download_file/sds/121316/ch/sds_121316_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;;;
LC;121316.1214;8432647211358;PanReac AppliChem;Ethylenglycol (Reag. USP, Ph. Eur.) zur Analyse;Ethylene Glycol (Reag. USP, Ph. Eur.) for analysis;5;L;LTR;Chemica;107-21-1;6.2;39020501;;29053100;203-473-3;CH?OHCH?OH;;;;;Nein;1,115 kg/l;-12 °C;;72;10 - 13;1;62,07 g/mol;H302;P264-P270-P301+P312-P330-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;6,070;5,575;5;https://www.itwreagents.com/download_file/tds/121316/en/tds_121316_en.pdf;;https://www.itwreagents.com/download_file/sds/121316/de/sds_121316_de.pdf;https://www.itwreagents.com/download_file/sds/121316/ch/sds_121316_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;;;
LC;121345.1612;8432647211518;PanReac AppliChem;Heptan, Alkanmischung zur Analyse;Heptane, alkanes mixture for analysis;2,5;L;LTR;Chemica;142-82-5;6.2;39010112;;29011000;205-563-8;C?H??;UN1206;(D/E);HEPTANE;3/II;Nein;0,710 kg/l;;;72;3;2;100,21 g/mol;H225-H304-H315-H336-H400-H410;P210-P233-P240-P241-P242-P243-P261-P264-P271-P273-P280-P301+P310-P302+P352-P303+P361+P353-P304+P340-P312-P321-P331-P332+P313-P362-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;3,075;1,775;2,5;https://www.itwreagents.com/download_file/tds/121345/en/tds_121345_en.pdf;;https://www.itwreagents.com/download_file/sds/121345/de/sds_121345_de.pdf;https://www.itwreagents.com/download_file/sds/121345/ch/sds_121345_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Heptanes                                                                                            
LC;121347.0314;8432647211525;PanReac AppliChem;Hexan, Alkanmischung zur Analyse;Hexane, alkanes mixture for analysis;5;L;LTR;Chemica;92112-69-1;6.2;39010139;;29011000;295-570-2;C?H??;UN1208;(D/E);HEXANE;3/II;Nein;0,67 kg/l;-95 °C;;72;3;2;86,18 g/mol;H225-H304-H315-H336-H361f-H373-H411;P210-P233-P240-P241-P242-P243-P261-P264-P271-P273-P280-P301+P310-P302+P352-P303+P361+P353-P304+P340-P312-P321-P331-P332+P313-P362-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;3,950;3,350;5;https://www.itwreagents.com/download_file/tds/121347/en/tds_121347_en.pdf;;https://www.itwreagents.com/download_file/sds/121347/de/sds_121347_de.pdf;https://www.itwreagents.com/download_file/sds/121347/ch/sds_121347_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Hexanes                                                                                             
LC;121347.0316;8432647211532;PanReac AppliChem;Hexan, Alkanmischung zur Analyse;Hexane, alkanes mixture for analysis;25;L;LTR;Chemica;92112-69-1;6.2;39010139;;29011000;295-570-2;C?H??;UN1208;(D/E);HEXANE;3/II;Nein;0,67 kg/l;-95 °C;;72;3;2;86,18 g/mol;H225-H304-H315-H336-H361f-H373-H411;P210-P233-P240-P241-P242-P243-P261-P264-P271-P273-P280-P301+P310-P302+P352-P303+P361+P353-P304+P340-P312-P321-P331-P332+P313-P362-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;19,150;16,750;25;https://www.itwreagents.com/download_file/tds/121347/en/tds_121347_en.pdf;;https://www.itwreagents.com/download_file/sds/121347/de/sds_121347_de.pdf;https://www.itwreagents.com/download_file/sds/121347/ch/sds_121347_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Hexanes                                                                                             
LC;121347.1611;8432647211570;PanReac AppliChem;Hexan, Alkanmischung zur Analyse;Hexane, alkanes mixture for analysis;1000;ml;MLT;Chemica;92112-69-1;6.2;39010139;;29011000;295-570-2;C?H??;UN1208;(D/E);HEXANE;3/II;Ja;0,67 kg/l;-95 °C;;72;3;2;86,18 g/mol;H225-H304-H315-H336-H361f-H373-H411;P210-P233-P240-P241-P242-P243-P261-P264-P271-P273-P280-P301+P310-P302+P352-P303+P361+P353-P304+P340-P312-P321-P331-P332+P313-P362-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;1,355;0,670;1;https://www.itwreagents.com/download_file/tds/121347/en/tds_121347_en.pdf;;https://www.itwreagents.com/download_file/sds/121347/de/sds_121347_de.pdf;https://www.itwreagents.com/download_file/sds/121347/ch/sds_121347_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Hexanes                                                                                             
LC;121347.1612;8432647211587;PanReac AppliChem;Hexan, Alkanmischung zur Analyse;Hexane, alkanes mixture for analysis;2,5;L;LTR;Chemica;92112-69-1;6.2;39010139;;29011000;295-570-2;C?H??;UN1208;(D/E);HEXANE;3/II;Nein;0,67 kg/l;-95 °C;;72;3;2;86,18 g/mol;H225-H304-H315-H336-H361f-H373-H411;P210-P233-P240-P241-P242-P243-P261-P264-P271-P273-P280-P301+P310-P302+P352-P303+P361+P353-P304+P340-P312-P321-P331-P332+P313-P362-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;2,975;1,675;2,5;https://www.itwreagents.com/download_file/tds/121347/en/tds_121347_en.pdf;;https://www.itwreagents.com/download_file/sds/121347/de/sds_121347_de.pdf;https://www.itwreagents.com/download_file/sds/121347/ch/sds_121347_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Hexanes                                                                                             
LC;121428.1208;8432647212010;PanReac AppliChem;Quecksilber(II)-iodid rot zur Analyse;Mercury(II) Iodide red for analysis;100;g;GRM;Chemica;7774-29-0;6.2;32141507;;28521000;231-873-8;HgI?;UN1638;(D/E);QUECKSILBERIODID;6.1/II;Ja;;259 °C;;72;6.1 B;3;454,40 g/mol;H300-H310-H330-H373-H410;P260-P262-P264-P270-P271-P273-P280-P284-P301+P310-P302+P350-P304+P340-P310-P314-P320-P321-P322-P330-P361-P363-P391-P403+P233-P405-P501;Gefahr;GHS06 GHS08 GHS09;RT;Nein;Ja;Nein;***Produkt unterliegt bei der Ausfuhr aus der Gemeinschaft der Ausfuhrkontrolle. (EG VO 649/2012)***;Nein;Nein;;0,113;0,100;;https://www.itwreagents.com/download_file/tds/121428/en/tds_121428_en.pdf;;https://www.itwreagents.com/download_file/sds/121428/de/sds_121428_de.pdf;https://www.itwreagents.com/download_file/sds/121428/ch/sds_121428_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;(D/E);;Mercury iodide
Process;121512.0416;8432647212805;PanReac AppliChem;di-Kaliumhydrogenphosphat wasserfrei zur Analyse;di-Potassium Hydrogen Phosphate anhydrous for analysis;25;kg;KGM;Chemica;7758-11-4;6.2;38070212;;28352400;231-834-5;K?HPO?;;;;;Nein;;;;72;10 - 13;1;174,18 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;26,500;25,000;;https://www.itwreagents.com/download_file/tds/121512/en/tds_121512_en.pdf;;https://www.itwreagents.com/download_file/sds/121512/de/sds_121512_de.pdf;https://www.itwreagents.com/download_file/sds/121512/ch/sds_121512_de.pdf;Ja;logo.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121512.1210;8432647212829;PanReac AppliChem;di-Kaliumhydrogenphosphat wasserfrei zur Analyse;di-Potassium Hydrogen Phosphate anhydrous for analysis;500;g;GRM;Chemica;7758-11-4;6.2;38070212;;28352400;231-834-5;K?HPO?;;;;;Nein;;;;72;10 - 13;1;174,18 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,570;0,500;;https://www.itwreagents.com/download_file/tds/121512/en/tds_121512_en.pdf;;https://www.itwreagents.com/download_file/sds/121512/de/sds_121512_de.pdf;https://www.itwreagents.com/download_file/sds/121512/ch/sds_121512_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121512.1211;8432647212836;PanReac AppliChem;di-Kaliumhydrogenphosphat wasserfrei zur Analyse;di-Potassium Hydrogen Phosphate anhydrous for analysis;1000;g;GRM;Chemica;7758-11-4;6.2;38070212;;28352400;231-834-5;K?HPO?;;;;;Nein;;;;72;10 - 13;1;174,18 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/121512/en/tds_121512_en.pdf;;https://www.itwreagents.com/download_file/sds/121512/de/sds_121512_de.pdf;https://www.itwreagents.com/download_file/sds/121512/ch/sds_121512_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121515.1211;8432647212867;PanReac AppliChem;Kaliumhydroxid 85% Plätzchen zur Analyse;Potassium Hydroxide 85% pellets for analysis;1000;g;GRM;Chemica;1310-58-3;6.2;38100303;;28152000;215-181-3;KOH;UN1813;(E);KALIUMHYDROXID, FEST;8/II;Ja;;360 °C;;72;8 B;1;56,11 g/mol;H290-H302-H314;P234-P260-P264-P270-P280-P301+P312-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P330-P338-P363-P390-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,070;1,000;;https://www.itwreagents.com/download_file/tds/121515/en/tds_121515_en.pdf;;https://www.itwreagents.com/download_file/sds/121515/de/sds_121515_de.pdf;https://www.itwreagents.com/download_file/sds/121515/ch/sds_121515_de.pdf;Ja;LC-group.png;fest,Weiße Stücken, Pellets oder Flocken, durchscheinend, ätzend, zerfließend. Absorbiert CO2 und Feuchtigkeit aus der Luft.;zur Analyse;;;;solid,White lumps , pellets or flakes , translucent , caustic , deliquescent , absorbs CO2 and moisture from the air;for analysis;;;;(E);;Potassium hydroxide, solid
LC;121515.1214;8432647212874;PanReac AppliChem;Kaliumhydroxid 85% Plätzchen zur Analyse;Potassium Hydroxide 85% pellets for analysis;5;kg;KGM;Chemica;1310-58-3;6.2;38100303;;28152000;215-181-3;KOH;UN1813;(E);KALIUMHYDROXID, FEST;8/II;Nein;;360 °C;;72;8 B;1;56,11 g/mol;H290-H302-H314;P234-P260-P264-P270-P280-P301+P312-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P330-P338-P363-P390-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;5,275;5,000;;https://www.itwreagents.com/download_file/tds/121515/en/tds_121515_en.pdf;;https://www.itwreagents.com/download_file/sds/121515/de/sds_121515_de.pdf;https://www.itwreagents.com/download_file/sds/121515/ch/sds_121515_de.pdf;Ja;LC-group.png;fest,Weiße Stücken, Pellets oder Flocken, durchscheinend, ätzend, zerfließend. Absorbiert CO2 und Feuchtigkeit aus der Luft.;zur Analyse;;;;solid,White lumps , pellets or flakes , translucent , caustic , deliquescent , absorbs CO2 and moisture from the air;for analysis;;;;(E);;Potassium hydroxide, solid
LC;121522.1214;8432647212898;PanReac AppliChem;Kaliumdisulfit zur Analyse;Potassium Disulfite for analysis;5;kg;KGM;Chemica;16731-55-8;6.2;38030314;;28322000;240-795-3;K?S?O?;;;;;Nein;;190 °C;;72;10 - 13;1;222,33 g/mol;EUH031-H319-H335;P261-P264-P271-P280-P304+P340-P305+P351+P338-P312-P337+P313-P403+P233-P405-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;5,275;5,000;;https://www.itwreagents.com/download_file/tds/121522/en/tds_121522_en.pdf;;https://www.itwreagents.com/download_file/sds/121522/de/sds_121522_de.pdf;https://www.itwreagents.com/download_file/sds/121522/ch/sds_121522_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121525.1210;8432647212966;PanReac AppliChem;Kaliumperoxodisulfat (Reag. Ph. Eur.) zur Analyse;Potassium Peroxodisulphate (Reag. Ph. Eur.) for analysis;500;g;GRM;Chemica;7727-21-1;6.2;38030419;;28334000;231-781-8;K?S?O?;UN1492;(E);KALIUMPERSULFAT;5.1/III;Ja;;100 °C;;36;5.1 B;1;270,33 g/mol;H272-H302-H315-H317-H319-H334-H335;P210-P220-P221-P261-P264-P270-P271-P272-P280-P285-P301+P312-P302+P352-P304+P340-P304+P341-P305+P351+P338-P312-P321-P330-P332+P313-P333+P313-P337+P313-P342+P311-P362-P363-P370+P378-P403+P233-P405-P501;Gefahr;GHS03 GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;0,545;0,500;;https://www.itwreagents.com/download_file/tds/121525/en/tds_121525_en.pdf;;https://www.itwreagents.com/download_file/sds/121525/de/sds_121525_de.pdf;https://www.itwreagents.com/download_file/sds/121525/ch/sds_121525_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;(E);;Potassium persulfate
LC;121546.1606;8432647213284;PanReac AppliChem;Bromkresolpurpur (Reag. USP) zur Analyse;Bromocresol Purple (Reag. USP) for analysis;25;g;GRM;Chemica;115-40-2;6.2;30196700;;29349990;204-087-8;C??H??Br?O?S;;;;;Nein;;240 °C;;72;10 - 13;2;540,24 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,092;0,025;;https://www.itwreagents.com/download_file/tds/121546/en/tds_121546_en.pdf;;https://www.itwreagents.com/download_file/sds/121546/de/sds_121546_de.pdf;https://www.itwreagents.com/download_file/sds/121546/ch/sds_121546_de.pdf;Ja;LC-group.png;fest;zur Analyse;"pH-Indikator 5,2 grünlischgelb; 6,8 bläulichpurpur";;;solid;for analysis;"pH indicator 5,2 greenish yellow; 6,8 bluish purple";;;;;
;121654.0416;;PanReac AppliChem;di-Natrium Hydrogencitrat 1 1/2-Hydrat (Reag. Ph. Eur.) zur Analyse;di-Sodium Hydrogen Citrate 1 1/2-hydrate (Reag. Ph. Eur.) for analysis;25;kg;KGM;;6132-05-4;6.2;32150000;;29181500;205-623-3;Na?HC?H?O?.1 1/2H?O;;;;;Nein;;149 °C;;72;10 - 13;;263,11 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;;25,000;;https://www.itwreagents.com/download_file/tds/121654/en/tds_121654_en.pdf;;https://www.itwreagents.com/download_file/sds/121654/de/sds_121654_de.pdf;https://www.itwreagents.com/download_file/sds/121654/ch/sds_121654_de.pdf;Ja;logo.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121656.1211;8432647214199;PanReac AppliChem;tri-Natriumcitrat - 5,5-Hydrat zur Analyse;tri-Sodium Citrate 5.5-hydrate for analysis;1000;g;GRM;Chemica;6858-44-2;6.2;39021917;;29181500;200-675-3;Na?C?H?O?.5,5H?O;;;;;Nein;;150 °C (wsf.);;72;10 - 13;1;357,15 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/121656/en/tds_121656_en.pdf;;https://www.itwreagents.com/download_file/sds/121656/de/sds_121656_de.pdf;https://www.itwreagents.com/download_file/sds/121656/ch/sds_121656_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121710.0416;8432647214687;PanReac AppliChem;tetra-Natriumpyrophosphat - Decahydrat zur Analyse;tetra-Sodium Pyrophosphate 10-hydrate for analysis;25;kg;KGM;Chemica;13472-36-1;6.2;38070307;;28353900;231-767-1;Na?P?O?.10H?O;;;;;Nein;;79 °C;;72;10 - 13;;446,06 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;26,500;25,000;;https://www.itwreagents.com/download_file/tds/121710/en/tds_121710_en.pdf;;https://www.itwreagents.com/download_file/sds/121710/de/sds_121710_de.pdf;https://www.itwreagents.com/download_file/sds/121710/ch/sds_121710_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121710.1211;8432647214700;PanReac AppliChem;tetra-Natriumpyrophosphat - Decahydrat zur Analyse;tetra-Sodium Pyrophosphate 10-hydrate for analysis;1000;g;GRM;Chemica;13472-36-1;6.2;38070307;;28353900;231-767-1;Na?P?O?.10H?O;;;;;Nein;;79 °C;;72;10 - 13;;446,06 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,070;1,000;;https://www.itwreagents.com/download_file/tds/121710/en/tds_121710_en.pdf;;https://www.itwreagents.com/download_file/sds/121710/de/sds_121710_de.pdf;https://www.itwreagents.com/download_file/sds/121710/ch/sds_121710_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121719.0416;8432647214755;PanReac AppliChem;Natriumtartrat - Dihydrat (Reag. Ph. Eur.) zur Analyse;Sodium Tartrate 2-hydrate (Reag. Ph. Eur.) for analysis;25;kg;KGM;;6106-24-7;6.2;39021705;;29181300;212-773-3;Na?(COO)?(CHOH)?.2H?O;;;;;Nein;;150 °C;;72;10 - 13;1;230,08 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;26,500;25,000;;https://www.itwreagents.com/download_file/tds/121719/en/tds_121719_en.pdf;;https://www.itwreagents.com/download_file/sds/121719/de/sds_121719_de.pdf;https://www.itwreagents.com/download_file/sds/121719/ch/sds_121719_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121719.1211;8432647214809;PanReac AppliChem;Natriumtartrat - Dihydrat (Reag. Ph. Eur.) zur Analyse;Sodium Tartrate 2-hydrate (Reag. Ph. Eur.) for analysis;1000;g;GRM;Chemica;6106-24-7;6.2;39021705;;29181300;212-773-3;Na?(COO)?(CHOH)?.2H?O;;;;;Nein;;150 °C;;72;10 - 13;1;230,08 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/121719/en/tds_121719_en.pdf;;https://www.itwreagents.com/download_file/sds/121719/de/sds_121719_de.pdf;https://www.itwreagents.com/download_file/sds/121719/ch/sds_121719_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121859.1211;8432647215622;PanReac AppliChem;Natriumsalicylat zur Analyse;Sodium Salicylate for analysis;1000;g;GRM;Chemica;54-21-7;6.2;39024304;;29182100;200-198-0;C?H?NaO?;;;;;Nein;;200 °C;;36;10 - 13;1;160,11 g/mol;H302;P264-P270-P301+P312-P330-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,125;1,000;;https://www.itwreagents.com/download_file/tds/121859/en/tds_121859_en.pdf;;https://www.itwreagents.com/download_file/sds/121859/de/sds_121859_de.pdf;https://www.itwreagents.com/download_file/sds/121859/ch/sds_121859_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121862.1611;8432647215660;PanReac AppliChem;Petroleumbenzin 50 - 70°C (Reag. Ph. Eur.) zur Analyse;Petroleum Ether 50-70°C (Reag. Ph. Eur.) for analysis;1000;ml;MLT;Chemica;64742-49-0;6.2;39010100;;27101225;265-151-9;;UN3295;(D/E);KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G.,UMWELTGEFÄHRDEND;3/II;Ja;0,66 kg/l;;;72;3;1;;H225-H304-H315-H361f-H373-H411;P210-P233-P240-P241-P242-P243-P260-P264-P273-P280-P301+P310-P302+P352-P303+P361+P353-P314-P321-P331-P332+P313-P362-P370+P378-P391-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;1,345;0,660;1;https://www.itwreagents.com/download_file/tds/121862/en/tds_121862_en.pdf;;https://www.itwreagents.com/download_file/sds/121862/de/sds_121862_de.pdf;https://www.itwreagents.com/download_file/sds/121862/ch/sds_121862_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;HYDROCARBONS, LIQUID, N.O.S.
LC;121879.0914;8432647215745;PanReac AppliChem;Natriumthiosulfat wasserfrei (Reag. Ph. Eur.) zur Analyse;Sodium Thiosulfate anhydrous (Reag. Ph. Eur.) for analysis;5;kg;KGM;Chemica;7772-98-7;6.2;38030425;;28323000;231-867-5;Na?S?O?;;;;;Nein;;;;48;10 - 13;1;158,13 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;5,546;5,000;;https://www.itwreagents.com/download_file/tds/121879/en/tds_121879_en.pdf;;https://www.itwreagents.com/download_file/sds/121879/de/sds_121879_de.pdf;https://www.itwreagents.com/download_file/sds/121879/ch/sds_121879_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121879.1211;8432647215776;PanReac AppliChem;Natriumthiosulfat wasserfrei (Reag. Ph. Eur.) zur Analyse;Sodium Thiosulfate anhydrous (Reag. Ph. Eur.) for analysis;1000;g;GRM;Chemica;7772-98-7;6.2;38030425;;28323000;231-867-5;Na?S?O?;;;;;Nein;;;;48;10 - 13;1;158,13 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/121879/en/tds_121879_en.pdf;;https://www.itwreagents.com/download_file/sds/121879/de/sds_121879_de.pdf;https://www.itwreagents.com/download_file/sds/121879/ch/sds_121879_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;;;
LC;121976.1211;8432647448839;PanReac AppliChem;Kaliumfluorid zur Analyse;Potassium Fluoride for analysis;1;kg;KGM;Chemica;7789-23-3;6.2;38050105;;28261990;232-151-5;KF;UN1812;(E);KALIUMFLUORID, FEST;6.1/III;Ja;;858 °C;;;6.1 D;1;58,10 g/mol;H301-H311-H318-H331;P261-P264-P270-P271-P280-P301+P310-P302+P352-P304+P340-P311-P312-P321-P322-P330-P361-P363-P403+P233-P405-P501;Gefahr;GHS05 GHS06;RT;Nein;Ja;Ja;"***Produkt unterliegt bei der Ausfuhr aus der Gemeinschaft der Ausfuhrkontrolle. (EG VO 2021/821, Pos. 1C350, 14)***

***Produkt unterliegt bei der Ausfuhr aus der USA der Ausfuhrkontrolle (ECCN: 1C350.d.17).***";ja;Nein;;1,142;1,000;2,5;https://www.itwreagents.com/download_file/tds/121976/en/tds_121976_en.pdf;;https://www.itwreagents.com/download_file/sds/121976/de/sds_121976_de.pdf;https://www.itwreagents.com/download_file/sds/121976/ch/sds_121976_de.pdf;Ja;LC-group.png;fest;zur Analyse;;;;solid;for analysis;;;;(E);;Potassium fluoride, solid
LC;122006.1611;8432647216063;PanReac AppliChem;n-Pentan (Reag. USP, Ph. Eur.) zur Analyse;n-Pentane (Reag. USP, Ph. Eur.) for analysis;1000;ml;MLT;Chemica;109-66-0;6.2;39010106;;29011000;203-692-4;C?H??;UN1265;(D/E);PENTANE;3/II;Ja;0,626 kg/l;-129,7 °C;;72;3;1;72,15 g/mol;EUH066-H225-H304-H336-H411;P210-P233-P240-P241-P242-P243-P261-P271-P273-P280-P301+P310-P303+P361+P353-P304+P340-P312-P331-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;1,311;0,626;1;https://www.itwreagents.com/download_file/tds/122006/en/tds_122006_en.pdf;;https://www.itwreagents.com/download_file/sds/122006/de/sds_122006_de.pdf;https://www.itwreagents.com/download_file/sds/122006/ch/sds_122006_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Pentanes
LC;122006.1612;8432647216070;PanReac AppliChem;n-Pentan (Reag. USP, Ph. Eur.) zur Analyse;n-Pentane (Reag. USP, Ph. Eur.) for analysis;2,5;L;LTR;Chemica;109-66-0;6.2;39010106;;29011000;203-692-4;C?H??;UN1265;(D/E);PENTANE;3/II;Nein;0,626 kg/l;-129,7 °C;;72;3;1;72,15 g/mol;EUH066-H225-H304-H336-H411;P210-P233-P240-P241-P242-P243-P261-P271-P273-P280-P301+P310-P303+P361+P353-P304+P340-P312-P331-P370+P378-P391-P403+P233-P403+P235-P405-P501;Gefahr;GHS02 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;***Steuerfreies Energieerzeugnis! Darf nicht als Kraft- oder Heizstoff oder zur Herstellung solcher Stoffe verwendet werden!***;Nein;Nein;;2,865;1,565;2,5;https://www.itwreagents.com/download_file/tds/122006/en/tds_122006_en.pdf;;https://www.itwreagents.com/download_file/sds/122006/de/sds_122006_de.pdf;https://www.itwreagents.com/download_file/sds/122006/ch/sds_122006_de.pdf;Ja;LC-group.png;flüssig;zur Analyse;;;;liquid;for analysis;;;;(D/E);;Pentanes                                                                                            
